text,label
  mafia mafia ke saath mil gaya yah mafia imran khan ki hakomat main chizen mahangi karta tha ,negative
  hamara chanda kuch sunta hi nahi ,negative
  itna tme ko ni pai   ,neutral
  lanti begairt mulk dushman fitna insaan                 ,negative
  hehehe daisi gora ,negative
  vid to daal dete hai likh bhi diya karo niche kya kya dala hai       ,neutral
  lekin hamara kon daikha kon nahi yai bhi pata nahi chlega ,neutral
  india aar pakistan phirse dost hjye          love from india    ,neutral
  buht maze ka ost hai          ,neutral
  please mjhe jitwa do ek ,neutral
  billing bohot ziyadaaaaaaaaaaaaa aati hy ,negative
  bhai ap ko ghar may koe kaam nahi ho ga ap positive hai naapkro kaam apna  may nay ap ko txt kya tha   bekar may comments may gus aye ap jahan jaha jatye family ko ap jow bhoot time hyapk pas  mary pholopher banye ky koe ahaq nhi professional bhee bhoot acha hai har araye qarye ko nahi batata plz ap txt kar ky mera time khrab mat krye ,neutral
  eid mubarak mubarak shoaib malik sania mirza ,positive
  language check karo masha allah tameez e bot aa rahna do explanation moun dho ja ky apna fazool admi ,positive
  kon kon fan qatil han feroz khan ka attendance lagao      ,neutral
  galat baatapjo ho wahi raho ,negative
  bechare ko neend aai hoge kya hee kar sakhta   ,neutral
  aqwam e muttahida ky mubasireen ka working boundary ka dora bharti jarhiat se mutasira abadi me school band shehrion ki naqal makani qatil ,negative
  dil lagana na lagana qatil insaan ke bas main nahi hota or doniya dil lagani ki jagha nahi hai ,negative
  behar e tour ise  minute ke dance ki badolat wo  main kae hit movies ke saath south film industry ki barhi star ban chuki thin ,positive
  pak army kuch kar sakti hai allah pak se dua hai is behen ki madad farmai ,positive
  or ab bhi army in logo ky saat deta hay sharam hay ,positive
  yae ferhon hamari saro pe zabadasti betaya qanon out ayan ke khilaf faisley horahi hai ,negative
  imran khanapmain sharam naam ki koe chez hai kiaapne  lac jobs dein sab logo ki zaheni halatapjaisi nahi hai ,negative
  eid ul azha mubarak ho asp sab ko ,neutral
  kui apni maut ko dawat dy raha hai you very pagal bro ,neutral
  khuda kare qatil ki maot aa jaye lekin qatil kabhi kise pe dil na ,negative
  kya bakwas haiislam main jis chez par pabandi hai aa ja kar ussi main ghusty hujhot par jhoot bool kar apna khud ka beragarak b karna hai or dusru ku b dhoka main rakhnanajoom ka ilam islam main koe haisiyat nahi rakhta hailehaza iss amal or iss ilam sy bachy ,positive
  maapk show ka bra fan hun ,positive
  dono hi ek khuda or mohabbat           ,neutral
  dikhao koe picture gumrah kar rheho ,negative
  lora mera   ,negative
  qatil  aftab javed british amateur oh champion ship jeetne main kai martaba kamyab rahe balke unhon ny to yai title teen saal laga tar jeeta  main yai title jeet ker british amateur champion ship ki  saala tareekh main woh teesre khilari thay jinhain hat trick ka ajaz hasil hua ,positive
  qatil main ny kal raat se pehli koe kaam karni ke bajhay soya ,neutral
  kuch ghajalein kuch shair ,neutral
  aoa mary leya dua karna allah mary duaon ko kabool farmaya ameen thanks ,positive
  is ko lao punjab main khoti ky bachi ko is sikhe rahine ky tariqe randi ki olad ,negative
  meera ko jab captain naveed ki family ny lift na karae to un ke ghar ke nezdiqe train station ke waiting room main ja kar beth gai ,negative
  khud hee agae lagwa kar khud hee dorray kartay hu kya logo ko nahi patta tumharay khayyal mei ,neutral
  knsa teer mar laina ,negative
  government college lahore ke magazine ( ravi ) ke editor bhi rahe ,positive
  lol thanku so much for clarification  week ago we both were talking about this style ,positive
   lac haramkhoro pee lanat      ,negative
  urdu ka matald rahat sahad             ,neutral
  hahahahahaha intahi bkwaa story urdu point walay pagal ho gye lagta ,negative
  ya allah sab ko nayki ki tufeeq dein      ,positive
  allah pak inko apnay hifzo eman main rakhy ameen ,positive
  alhamdhulilah        ,positive
  sta kaho sa khwata nakige ðÿ ,positive
  bhut sundar kya song hai    ,neutral
  puri baat btaye bina chli gay adhura gyan  ,neutral
  jis main wo khasay kamiyab rahe ,positive
  aajapis video me bahut smart lag rahe ho mem ,neutral
  ap log petrol mufat me letay hun us ko ban kar lantyu bas awam ky khoon chose na hai ,neutral
  plzzzzzz is drama ka end na karan hum tv ,negative
  hum mobile number se kise ka chahra daikh sakti hai kya  saal ho gye maine uska chahra nahi nahi daikha mushkil se usk number mila hai par main call nahi kar sakta help me plzzzzzzzzzz please please please please please please please please please please please please please please please please please please please please please please please please please please please please ,neutral
  maine unse ittna mohabbat kya hai ki khuda mil gaya hai mujhe usme  bass ek dua hai khuda se chahe jann li laina mera par usse hamesa khus rakhna   ,neutral
  kya baat qatil aa qatil     qatil jindgi me ajjtak aisa qatil drama nahi deakha qatil  super performance by all characters ,neutral
  yai banayega kaise ,neutral
  acha huwa ,positive
  yahan kufar or islam ki jang to hai nahi jo yai lar rahe hain ,positive
  aree didi mare to dono speaker khrab ho gye hai earphone laga kar  ,neutral
  shadi pehly ho chuki the inho ny phir sy rasmen ki hain is main brbadi wale kon c bat hai   ,neutral
  to gussy main kapray e mujhe dy ti the ky ja ab mujhe wapas mat karna :d ,negative
  (eagle) baz khara ho jata han ek jagha pa ,negative
  pakistan ki jaan rahat fatih ali khan ,positive
  wah rahat saab  what aa comeback    ,neutral
  question ghttiya niaphain ,negative
  yai to main zaroor dekhunga or dhakta b hun qk rajo ki actng mjhe bht aalaa lagte hai or iske luv stry to kamal hai     :* ,positive
  bohot khawish hai feroze khan and sajyal aly ko saath drama dekhne main plz sir un dono pe drama banao ,neutral
  rahat fatih ali khan sir        ,neutral
  abay dosra wala bc run fast go fast bc that song ,negative
  toba haiye dekho zara ,negative
  defence khada market me firing se fbr officer zakhmi qatil ,negative
  waoo kitna sunder song hai dil ko chhu gaya ,positive
  aoa hazrat sbapko orapki pore team ko eid mubarik allah pakapper rahmat ka saya hamaisha rakhyn ameeen duaon main yaad rakhy ga ,positive
  bohot rolya han aaj ayzea tum ny sare bool hamari han dramay ma ,neutral
  asi lafange ko bolne diya jata akhir kyon  ,neutral
  azan kis kis ko suna pasand hai     sunkar dil ko sakon milta hai          ,neutral
  gandu anchor ,negative
  mashallah bohot cute hain dono ,positive
  yai song jeetna suno utna kaam hai very powerful song ,neutral
  rahat fatih ali sir ki kya baat khuda hai mare liye ,neutral
  jo khubsorat ni unko haq ni shadi ka ajeeb stander banaya wa hai ,positive
  is ko zaroor daikha kareapko haqeeqte dunya samajh aajay ge ,positive
  bahtreen abbajaan mare allah ny aaj tak sare kaam karahai ,positive
  dua ki darkhuwast han hakeem sab ,positive
  hahaha brave ka to pata nahi aaj kal real khajal rajpoot huwa wa aa ,negative
  haram hai ,negative
  jahalat kbhi khatam ni hoti ap chahy qatil jis mrzi country main chaly jao ,negative
  yar yai song meri mashoq ko bohat pasand ha jis ki wala se ma be yai song sonta ho i love it song ,positive
  yai song sun kar shayeri parhnay ka or muhabat ko yaad krne ka dil kar raha han ,neutral
  lanat hai kanjron pe ,negative
  college main us ny agarchay nihayat masroofyat ke alam main char saal guzare lekin is arsay main us ny do kitabain zeri zindagi ki kahaniã»aur jijaiyatã»takhliq kein ,positive
  bhai press conference ker do jaldi kal bahir ajao ,neutral
  yai galat hayapnotification check kare  to   to   to  and  to  ,negative
  lanat chor shareef teri te ,negative
  allah pak raham fermay ,positive
  is y bahter teri aza bhi nhe qatil ,negative
  oh bhn deni deyo kuto laga do  episode ,neutral
  allah apko madad send kre ge insallah ,positive
  dramy baz haram khoor ,negative
  bari koe be            ,negative
  ini zyda tareef naw kar msg nahi aa jana qatil ,negative
  itna gussa kyun jeet to gay ab  abhi b maza nahi aya kia  ,neutral
  aja pilatiðÿðÿ ,positive
  bhudha mil gaya ,neutral
  tumhari khushi jaldi gham main badlay ji insallah cherry blossom khan araha hai ,positive
  allah pak tum ko or jis jis ny saath deya sab ko jahnam dar kry gharesb sy rooti chen kaplogo ky peet ni bhrty sharum karo ,positive
  ala bahtreen quality hai sir ,positive
  sandles or shoes to gay    ,neutral
  bilkul sahiii ,positive
  bohot zabardast drama han ,positive
  khoti ka bacha harami naiazi ,negative
  oh bhai jab allah na toofeeq dy han or asbaab banaiy han phir kyun is tarah ky kaam ko appreciate kar rahay ho koe teer nahi mar raha peedal ja kar ,negative
  mamapbhut achi achi or useful jaankari lekr aati hkya apko pata haphm jaise aurto ki kitni madad kar rahe hainhm apse bhut jyada prabhavit hai mamkirpya hme ise tarah nyi nyi jankariya dete rhen pls ,neutral
  yai chez        ,positive
  yai wala sabar ka phal chahiye ,positive
  shahana anti or arsal ki punjabi bohat allawww hai or sab charactrs bohat allaw hai thanks to team of suno chandaand dj to kamal hi hai ,positive
  maine  baar try kya tha but ubalne ke bad rasgulla fat fat jate hai ,neutral
  billo bandri oh sorry rani xd qatil ,negative
  yai kamal ka banda han bhot elam han is ky pas bhi subha nallah ,positive
  wa wa wa great ,positive
  jubin bhai remake banao ,neutral
  yai admin zabardasti esy prime minister ku banane pe tulla hua he ,positive
  wala qatil emoji hota to main taaaa ,positive
  dill toot gay qatil ,negative
  bahot khoob ,positive
  lant hai koty ky bachy ,negative
  or yai sabh jo imran khan sab ny sell out is ki price py ki the or tax bhi deya tha unlike baqi ky chor corrupt nawaz zardari and families ny sirf rakh liye or gaib hogayi ,negative
  kamal cha gay qatil ,positive
  youthiya ho ga yeh       ,negative
  lanat hai pakistan par hokoomat karnay walay hukamrano par ,negative
  anaya ky expression and eyes kitni bkwas lag rahe ,negative
  imam bibi amor e khana dari ki taleem detein silai karahai sikhatein apni baho betiyon se parhnay likhni ke ilawa dini taleem dilwatein ,positive
  abay chutiya billion dollar ka pata kitnay hoty   ,neutral
  ma sha allah allah pak rhna mubarak kry in ko   ,positive
  acha lag raha bhai behan ,neutral
  ayeza khan manus kute sharam aiti hai tujhay ,negative
  qatil vespa scoter se cid ke head quarter main prado par anay wale chaudhry aslam ny zindagi ke bohat se nasheeb oh faraz dekhe ,positive
  hahaha yai to miss qatil se pocho qatil hum to parhaty woi hain jo course me hota qatil ,negative
  chor laaanti kafir ,negative
  ja baldwa dalal beghirat ,negative
   ki dehai ke akhir main khawateen ki tehreekon main ek naya ubhar aya to  march ko almi youm e khawateen ke tor par manane ka mutalba ek pur zor tehreek ki shakal main samne aya or socialist mumalik ke saath un mimalik main bhi  march ko khawateen ke din ke tor par manaya jani lag ajahan qatil yai din dosri tarikon ko manaya jata tha ,positive
  qatil chunache anjuman high school ahmedabad education society ke secretary rahe or dosri falahi anjumano main bhi dilchaspi lete the ,positive
  lanat is government py ,negative
   nafil hajat parho  baar astagfar  baar ayat kareema phir sijda ma gir gira ky dua karo sara ruka hua kaam or masla haal ho jain ga insallah ,positive
  wo tmara masla ni han uska hisaab allah leaga zameen py khuda na bno    ,neutral
  lakh lanat han  jalsiya daikh kar b isko aqal nahi to pir tmhen farishty he samajh skty han wo b qiyamat walay din ,negative
  yai maryum ka khaas paltu kutta hai ,negative
  awam pmln ke saath hi khari hai insallah ,positive
  qatil takriban  ghante bad un ki taraf se koe jawab na milne par hosla pa kar bharti fauji agae barhe or hawaldar lalak jan shaheed ki bichai hoi surangon ke shikaar ho gay ,positive
  iss budhii sy banda puchay kitni jamaity pas hai yeh  ,negative
  aisi konsi mohabbat hai jisme ammi abu ko bhool jaaya jaae ,neutral
  waisay dr razia to bohot achii qatil ma' hai ,positive
  wo apna ghar chor chuke the qatil lihaza inhe kae maah tak apni ek dost ki ampala car main rehaish ikhteyar karni parhi ,negative
  bank me daketi ky doran guard ki firing se  dakait halak shanakht nahi hosaki jinnah hosp shift rpt maqsood alam qatil ,positive
  yai kis jahil ny kya ,negative
  users ehtyat karen or bijli ki tanseebat se dor qatil rahai qatil ,negative
  usi doran inho ny university of southern california main film direction ka mazmoon parhana shuro kar diya ,positive
  yai hen bahadur or samajdar log non league ky khota khani wale jayale nahi ,positive
  lanti kutta ,negative
  ya song sun ka skoon milata hai ,positive
  aa bhai jab ghar par naheed the to mahi ki kyaa jaroorat thi           ,neutral
  qatil bacha khan ko fauji officer ki wardi pehenne ka shuq tha ,positive
  khuda or mohabbat so beautiful ,neutral
  one question agar whe mobhat insaan pa ka kaho da to kasa feel hota hai ,neutral
  sab choro yai pechay awam kitni louta hai qatil ,negative
  chor shabazy ,negative
  ji bilkul bhai sahi kaha or english to tab usi kartay hain na jab international level parapja rhy hain dosri countries se mil rhy hain ,positive
  jhoty per khuda ki lanat                ,negative
  bahut khoob ,positive
  bhai aa to galat hai qatil  jbb mil izaazat mil hi gaya tha to aa krne koe jarurat nahi the jab aisa hi karna tha to itna lamba li jani ki koe jarurat nahi thi please session  lao or farhad &amp; mahi alive ho please kyu unke death scene se series thori bekar lgg rahe hai        ,neutral
  balochistan ma kya hua tha ,neutral
  hynnnn phaly maryam ky papa  or bhayya ko to bulalo jo pakistan ka pysa kha kar  pakistanion ky tax per plyy hyn phir wo british walay bchy b aajayn gy ,negative
  hahaha bilkul perfect naqsha khencha ,positive
  allah reham karen   ,positive
  lanta pmln lanta qatil ,negative
  salay chor ,negative
  imran khan zindabad ,positive
  sab ko sharam se doob mrna chahe ,negative
  yar atni jaldi end ni hona chaiya ta hogaya ab part  jaldi lahu plz ,negative
  allah pak tamam beolad joron ko naik olad sy nawazay ,positive
  drame baz ,negative
  phir zara bach ky ,negative
  jai ma ki ,neutral
  baap bureaucracy ma bhai bureaucracy main or janab ny smart studies ki han  wah ji waaah css sahiba ,neutral
